Distance;Altitude;Easting;Northing;Longitude;Latitude
0;1460.7;2781802.1;1205187.5;9.828144;46.972844
20.7;1461.2;2781804.4;1205208.1;9.828183;46.973029
30.3;1461.5;2781807.3;1205217.2;9.828225;46.97311
47.7;1461.8;2781819.2;1205229.9;9.828386;46.973221
97.1;1463.6;2781859.1;1205259;9.828922;46.973472
130.6;1465.7;2781884.2;1205281.2;9.82926;46.973664
175.2;1468.4;2781917.85;1205310.45;9.829714;46.973918
219.7;1471.1;2781951.5;1205339.7;9.830168;46.974172
252.6;1472.5;2781976.3;1205361.2;9.830502;46.974358
307.4;1475.6;2782025.5;1205385.5;9.831158;46.974563
356.1;1478.2;2782063.9;1205415.4;9.831675;46.974822
375.8;1479.3;2782079.4;1205427.6;9.831883;46.974927
403.1;1481.1;2782098.2;1205447.4;9.832138;46.9751
426.2;1482.3;2782117.2;1205460.5;9.832393;46.975212
446;1483.4;2782132;1205473.6;9.832592;46.975326
460.1;1484.1;2782139.4;1205485.6;9.832694;46.975432
473.8;1484.9;2782142.7;1205498.9;9.832743;46.975551
483.1;1485.4;2782146.5;1205507.4;9.832796;46.975626
514.9;1487.2;2782165.1;1205533.2;9.833051;46.975853
539.6;1488.6;2782177.2;1205554.7;9.833219;46.976043
557.7;1489.7;2782188;1205569.3;9.833366;46.976171
598.7;1492.6;2782212.53;1205602.17;9.833702;46.97646
639.8;1495.3;2782237.07;1205635.03;9.834037;46.976749
680.8;1498.1;2782261.6;1205667.9;9.834373;46.977038
720.9;1501.6;2782291.7;1205694.4;9.834779;46.977268
761;1505.1;2782321.8;1205720.9;9.835185;46.977498
781.1;1507.1;2782336.4;1205734.7;9.835382;46.977618
829.3;1511.8;2782380.1;1205755.1;9.835965;46.977789
864.4;1515.2;2782409.1;1205774.8;9.836353;46.977958
917.7;1519.5;2782448.6;1205810.7;9.836887;46.97827
943.9;1521.1;2782464.8;1205831.2;9.837108;46.97845
992.6;1524.4;2782496.1;1205868.6;9.837534;46.978778
1052;1528.2;2782522.5;1205921.8;9.837902;46.979249
1067.9;1529.1;2782533.7;1205933;9.838054;46.979346
1084.5;1530.3;2782547.6;1205942.1;9.83824;46.979424
1103.6;1532.1;2782563.8;1205952.3;9.838457;46.979511
1116;1533.4;2782570.4;1205962.8;9.838548;46.979604
1145.2;1536.3;2782581.6;1205989.8;9.838706;46.979844
1170;1538.9;2782589.6;1206013.2;9.83882;46.980052
1181.4;1540.1;2782594.7;1206023.4;9.838891;46.980142
1201.3;1541.3;2782608.9;1206037.3;9.839084;46.980263
1212.9;1541.9;2782615.4;1206047;9.839173;46.980349
1247.9;1544.5;2782631;1206078.3;9.83939;46.980626
1269;1546.1;2782646;1206093.1;9.839593;46.980755
1320.9;1549.3;2782690.6;1206119.6;9.84019;46.980981
1364.2;1552.3;2782730.4;1206136.65;9.84072;46.981123
1407.4;1555.1;2782770.2;1206153.7;9.841249;46.981265
1423.4;1556.3;2782783.8;1206162.1;9.841432;46.981337
1436.8;1557.6;2782793;1206171.8;9.841556;46.981422
1453.6;1559.3;2782801.9;1206186;9.841679;46.981547
1470.6;1561.2;2782807;1206202.3;9.841753;46.981692
1494.9;1563.8;2782811.9;1206226.1;9.841826;46.981905
1522.7;1566.7;2782818.8;1206253;9.841928;46.982145
1554.9;1569;2782820.7;1206285.1;9.841966;46.982433
1567.2;1569.8;2782822.6;1206297.3;9.841996;46.982542
1576.1;1570.4;2782826;1206305.5;9.842044;46.982615
1600;1572.1;2782841;1206324.1;9.842248;46.982778
1612.6;1572.9;2782846;1206335.7;9.842319;46.982881
1622.8;1573.6;2782848.6;1206345.5;9.842357;46.982968
1652.5;1576.1;2782854.7;1206374.6;9.842449;46.983228
1682.4;1578.1;2782860.4;1206404;9.842535;46.983491
1702.9;1579.4;2782861.3;1206424.4;9.842555;46.983674
1711.1;1579.9;2782863.2;1206432.4;9.842583;46.983746
1721.5;1580.4;2782867.2;1206442;9.84264;46.983831
1756.3;1581.4;2782884.9;1206472;9.842885;46.984096
1775.8;1582.1;2782888.9;1206491.1;9.842945;46.984266
1808.2;1583.3;2782890.1;1206523.5;9.842974;46.984557
1852.1;1586.2;2782889.3;1206567.3;9.842981;46.984951
1867.5;1587.1;2782890.3;1206582.7;9.843;46.985089
1882.3;1587.8;2782895.4;1206596.6;9.843073;46.985213
1903.9;1588.8;2782907;1206614.8;9.843232;46.985373
1924;1589.5;2782921.8;1206628.4;9.843432;46.985492
1951.1;1590.7;2782943.9;1206644.2;9.843729;46.985628
1999.8;1593;2782984.3;1206671.4;9.844271;46.985861
2028.8;1595;2783004.2;1206692.4;9.844541;46.986044
2087.7;1599.8;2783040.7;1206738.7;9.845039;46.986451
2104.8;1601.4;2783053.6;1206749.9;9.845213;46.986548
2139.6;1605.4;2783083.1;1206768.4;9.845608;46.986706
2155;1607.2;2783094.9;1206778.3;9.845767;46.986792
2188.8;1611.4;2783118.7;1206802.2;9.846089;46.987
2215.2;1614;2783140.4;1206817.2;9.846381;46.987129
2236.8;1615.6;2783158.9;1206828.5;9.846628;46.987225
2256.5;1616.3;2783175.3;1206839.4;9.846848;46.987319
2266.5;1616.7;2783184.1;1206844.1;9.846966;46.987359
2301.5;1617.1;2783216;1206858.5;9.847391;46.987479
2319.7;1617.7;2783229.9;1206870.3;9.847578;46.987582
2338.2;1618;2783242.2;1206884.1;9.847745;46.987702
2395.2;1618.8;2783274.7;1206930.9;9.848191;46.988114
2421;1619.2;2783291.4;1206950.6;9.848418;46.988286
2432.2;1619.5;2783296.6;1206960.5;9.848491;46.988374
2497.8;1622.3;2783327.5;1207018.4;9.84892;46.988886
2538.7;1623.9;2783350.3;1207052.3;9.849233;46.989185
2584.4;1626.4;2783377.6;1207089;9.849607;46.989507
2614.3;1628;2783398.9;1207110;9.849895;46.98969
2641;1629.3;2783417.2;1207129.4;9.850143;46.989859
2660.3;1630.2;2783427.9;1207145.4;9.850291;46.99
2727;1635;2783461.2;1207203.3;9.850751;46.990512
2759.8;1638.4;2783475.6;1207232.7;9.850953;46.990772
2786.4;1641.1;2783488.8;1207255.8;9.851135;46.990976
2813.4;1643.4;2783505.4;1207277.1;9.851362;46.991163
2853;1646.3;2783532.5;1207306;9.85173;46.991415
2874.6;1647.3;2783545.9;1207322.9;9.851913;46.991563
2893.6;1647.9;2783554.9;1207339.7;9.852038;46.991712
2918.3;1649;2783563.3;1207362.9;9.852158;46.991918
2948.9;1649.8;2783581.2;1207387.7;9.852403;46.992136
2966.6;1650.5;2783587.9;1207404.1;9.852497;46.992282
2977.7;1650.6;2783593.8;1207413.5;9.852579;46.992365
3007.7;1651.3;2783617.8;1207431.5;9.852901;46.99252
3038;1652.7;2783640.4;1207451.6;9.853207;46.992694
3059.1;1654.1;2783659;1207461.6;9.853455;46.992779
3118.3;1660.7;2783706.5;1207496.9;9.854093;46.993083
3162.8;1669.6;2783738.03;1207528.3;9.854521;46.993357
3207.3;1676.2;2783769.57;1207559.7;9.854948;46.993631
3251.8;1686;2783801.1;1207591.1;9.855375;46.993904
3295.1;1696.6;2783836.4;1207616.2;9.855849;46.99412
3329.4;1711.2;2783868.9;1207627.4;9.85628;46.994212
3377.9;1731.6;2783916.2;1207637.8;9.856906;46.994292
3410.6;1737.4;2783946.8;1207649.4;9.857313;46.994388
3441.7;1745.2;2783974.1;1207664.2;9.857678;46.994513
3472.3;1753.6;2783997.1;1207684.4;9.857988;46.994689
3502.6;1762.5;2784015;1207708.9;9.858233;46.994904
3509.2;1763.1;2784021.4;1207710.5;9.858318;46.994917
3531.2;1765.9;2784043.4;1207709.5;9.858607;46.994901
3549.8;1768.3;2784061.5;1207705.2;9.858843;46.994858
3570.1;1771;2784080.2;1207697.4;9.859085;46.994782
3604.1;1775;2784111.2;1207683.5;9.859487;46.994649
3624.7;1777.3;2784129.9;1207674.7;9.859729;46.994565
3636;1778.3;2784139.4;1207668.6;9.859851;46.994507
3647.8;1777.8;2784147.5;1207660;9.859954;46.994428
3667.1;1776.2;2784156.7;1207643.1;9.860068;46.994273
3679.4;1775.6;2784161;1207631.6;9.86012;46.994168
3689.8;1775.5;2784167;1207623.1;9.860196;46.99409
3717.8;1775.4;2784185.4;1207602;9.860429;46.993896
3729;1775.2;2784192.3;1207593.1;9.860516;46.993814
3739;1775;2784195.8;1207583.8;9.860558;46.993729
3765.9;1776;2784203.4;1207558;9.860648;46.993495
3780.2;1777;2784211.1;1207545.9;9.860744;46.993384
3797.8;1778.4;2784223.9;1207533.8;9.860907;46.993272
3808.8;1779;2784231.8;1207526.1;9.861008;46.9932
3832.3;1779.7;2784244;1207506.1;9.86116;46.993017
3868.1;1780.9;2784273.4;1207485.6;9.861538;46.992825
3898.3;1781.3;2784297.6;1207467.6;9.861849;46.992656
3916.8;1781.4;2784315;1207461.3;9.862075;46.992595
3926.5;1781.8;2784323.4;1207456.4;9.862183;46.992548
3937.1;1783.2;2784331.3;1207449.3;9.862284;46.992482
